GEOID,county_state,Diocese,Diocese_Detail,Province
05083,"Logan County, Arkansas",Little Rock,Little Rock,Oklahoma City
05091,"Miller County, Arkansas",Little Rock,Little Rock,Oklahoma City
05023,"Cleburne County, Arkansas",Little Rock,Little Rock,Oklahoma City
05031,"Craighead County, Arkansas",Little Rock,Little Rock,Oklahoma City
05105,"Perry County, Arkansas",Little Rock,Little Rock,Oklahoma City
05033,"Crawford County, Arkansas",Little Rock,Little Rock,Oklahoma City
05129,"Searcy County, Arkansas",Little Rock,Little Rock,Oklahoma City
05127,"Scott County, Arkansas",Little Rock,Little Rock,Oklahoma City
05001,"Arkansas County, Arkansas",Little Rock,Little Rock,Oklahoma City
05065,"Izard County, Arkansas",Little Rock,Little Rock,Oklahoma City
05015,"Carroll County, Arkansas",Little Rock,Little Rock,Oklahoma City
05121,"Randolph County, Arkansas",Little Rock,Little Rock,Oklahoma City
05101,"Newton County, Arkansas",Little Rock,Little Rock,Oklahoma City
05057,"Hempstead County, Arkansas",Little Rock,Little Rock,Oklahoma City
05079,"Lincoln County, Arkansas",Little Rock,Little Rock,Oklahoma City
05069,"Jefferson County, Arkansas",Little Rock,Little Rock,Oklahoma City
05047,"Franklin County, Arkansas",Little Rock,Little Rock,Oklahoma City
05133,"Sevier County, Arkansas",Little Rock,Little Rock,Oklahoma City
05051,"Garland County, Arkansas",Little Rock,Little Rock,Oklahoma City
05013,"Calhoun County, Arkansas",Little Rock,Little Rock,Oklahoma City
05107,"Phillips County, Arkansas",Little Rock,Little Rock,Oklahoma City
05113,"Polk County, Arkansas",Little Rock,Little Rock,Oklahoma City
05049,"Fulton County, Arkansas",Little Rock,Little Rock,Oklahoma City
05021,"Clay County, Arkansas",Little Rock,Little Rock,Oklahoma City
05137,"Stone County, Arkansas",Little Rock,Little Rock,Oklahoma City
05141,"Van Buren County, Arkansas",Little Rock,Little Rock,Oklahoma City
05071,"Johnson County, Arkansas",Little Rock,Little Rock,Oklahoma City
05093,"Mississippi County, Arkansas",Little Rock,Little Rock,Oklahoma City
05045,"Faulkner County, Arkansas",Little Rock,Little Rock,Oklahoma City
05149,"Yell County, Arkansas",Little Rock,Little Rock,Oklahoma City
05143,"Washington County, Arkansas",Little Rock,Little Rock,Oklahoma City
05095,"Monroe County, Arkansas",Little Rock,Little Rock,Oklahoma City
06111,"Ventura County, California",Los Angeles,Los Angeles,Los Angeles
06083,"Santa Barbara County, California",Los Angeles,Los Angeles,Los Angeles
06037,"Los Angeles County, California",Los Angeles,Los Angeles,Los Angeles
21217,"Taylor County, Kentucky",Louisville,Louisville,Louisville
21207,"Russell County, Kentucky",Louisville,Louisville,Louisville
21103,"Henry County, Kentucky",Louisville,Louisville,Louisville
21185,"Oldham County, Kentucky",Louisville,Louisville,Louisville
21171,"Monroe County, Kentucky",Louisville,Louisville,Louisville
21001,"Adair County, Kentucky",Louisville,Louisville,Louisville
21087,"Green County, Kentucky",Louisville,Louisville,Louisville
21211,"Shelby County, Kentucky",Louisville,Louisville,Louisville
21215,"Spencer County, Kentucky",Louisville,Louisville,Louisville
21123,"Larue County, Kentucky",Louisville,Louisville,Louisville
21111,"Jefferson County, Kentucky",Louisville,Louisville,Louisville
21179,"Nelson County, Kentucky",Louisville,Louisville,Louisville
21155,"Marion County, Kentucky",Louisville,Louisville,Louisville
21009,"Barren County, Kentucky",Louisville,Louisville,Louisville
21169,"Metcalfe County, Kentucky",Louisville,Louisville,Louisville
21045,"Casey County, Kentucky",Louisville,Louisville,Louisville
21057,"Cumberland County, Kentucky",Louisville,Louisville,Louisville
21053,"Clinton County, Kentucky",Louisville,Louisville,Louisville
21229,"Washington County, Kentucky",Louisville,Louisville,Louisville
21099,"Hart County, Kentucky",Louisville,Louisville,Louisville
21223,"Trimble County, Kentucky",Louisville,Louisville,Louisville
21163,"Meade County, Kentucky",Louisville,Louisville,Louisville
21093,"Hardin County, Kentucky",Louisville,Louisville,Louisville
21029,"Bullitt County, Kentucky",Louisville,Louisville,Louisville
48189,"Hale County, Texas",Lubbock,Lubbock,San Antonio
48125,"Dickens County, Texas",Lubbock,Lubbock,San Antonio
48263,"Kent County, Texas",Lubbock,Lubbock,San Antonio
48101,"Cottle County, Texas",Lubbock,Lubbock,San Antonio
48253,"Jones County, Texas",Lubbock,Lubbock,San Antonio
48303,"Lubbock County, Texas",Lubbock,Lubbock,San Antonio
48153,"Floyd County, Texas",Lubbock,Lubbock,San Antonio
48433,"Stonewall County, Texas",Lubbock,Lubbock,San Antonio
48033,"Borden County, Texas",Lubbock,Lubbock,San Antonio
48115,"Dawson County, Texas",Lubbock,Lubbock,San Antonio
48501,"Yoakum County, Texas",Lubbock,Lubbock,San Antonio
48207,"Haskell County, Texas",Lubbock,Lubbock,San Antonio
48445,"Terry County, Texas",Lubbock,Lubbock,San Antonio
48345,"Motley County, Texas",Lubbock,Lubbock,San Antonio
48079,"Cochran County, Texas",Lubbock,Lubbock,San Antonio
48279,"Lamb County, Texas",Lubbock,Lubbock,San Antonio
48305,"Lynn County, Texas",Lubbock,Lubbock,San Antonio
48269,"King County, Texas",Lubbock,Lubbock,San Antonio
48151,"Fisher County, Texas",Lubbock,Lubbock,San Antonio
48415,"Scurry County, Texas",Lubbock,Lubbock,San Antonio
48017,"Bailey County, Texas",Lubbock,Lubbock,San Antonio
48107,"Crosby County, Texas",Lubbock,Lubbock,San Antonio
48169,"Garza County, Texas",Lubbock,Lubbock,San Antonio
48165,"Gaines County, Texas",Lubbock,Lubbock,San Antonio
48219,"Hockley County, Texas",Lubbock,Lubbock,San Antonio
55047,"Green Lake County, Wisconsin",Madison,Madison,Milwaukee
55045,"Green County, Wisconsin",Madison,Madison,Milwaukee
55049,"Iowa County, Wisconsin",Madison,Madison,Milwaukee
55111,"Sauk County, Wisconsin",Madison,Madison,Milwaukee
55077,"Marquette County, Wisconsin",Madison,Madison,Milwaukee
55043,"Grant County, Wisconsin",Madison,Madison,Milwaukee
55065,"Lafayette County, Wisconsin",Madison,Madison,Milwaukee
55055,"Jefferson County, Wisconsin",Madison,Madison,Milwaukee
55105,"Rock County, Wisconsin",Madison,Madison,Milwaukee
55025,"Dane County, Wisconsin",Madison,Madison,Milwaukee
55021,"Columbia County, Wisconsin",Madison,Madison,Milwaukee
33013,"Merrimack County, New Hampshire",Manchester,Manchester,Boston
33001,"Belknap County, New Hampshire",Manchester,Manchester,Boston
33015,"Rockingham County, New Hampshire",Manchester,Manchester,Boston
33019,"Sullivan County, New Hampshire",Manchester,Manchester,Boston
33011,"Hillsborough County, New Hampshire",Manchester,Manchester,Boston
33005,"Cheshire County, New Hampshire",Manchester,Manchester,Boston
33007,"Coos County, New Hampshire",Manchester,Manchester,Boston
33017,"Strafford County, New Hampshire",Manchester,Manchester,Boston
33003,"Carroll County, New Hampshire",Manchester,Manchester,Boston
33009,"Grafton County, New Hampshire",Manchester,Manchester,Boston
26061,"Houghton County, Michigan",Marquette,Marquette,Detroit
26071,"Iron County, Michigan",Marquette,Marquette,Detroit
26013,"Baraga County, Michigan",Marquette,Marquette,Detroit
26109,"Menominee County, Michigan",Marquette,Marquette,Detroit
26103,"Marquette County, Michigan",Marquette,Marquette,Detroit
26033,"Chippewa County, Michigan",Marquette,Marquette,Detroit
26041,"Delta County, Michigan",Marquette,Marquette,Detroit
26043,"Dickinson County, Michigan",Marquette,Marquette,Detroit
26153,"Schoolcraft County, Michigan",Marquette,Marquette,Detroit
26003,"Alger County, Michigan",Marquette,Marquette,Detroit
26083,"Keweenaw County, Michigan",Marquette,Marquette,Detroit
26053,"Gogebic County, Michigan",Marquette,Marquette,Detroit
26095,"Luce County, Michigan",Marquette,Marquette,Detroit
26097,"Mackinac County, Michigan",Marquette,Marquette,Detroit
26131,"Ontonagon County, Michigan",Marquette,Marquette,Detroit
47017,"Carroll County, Tennessee",Memphis,Memphis,Louisville
47157,"Shelby County, Tennessee",Memphis,Memphis,Louisville
47071,"Hardin County, Tennessee",Memphis,Memphis,Louisville
47023,"Chester County, Tennessee",Memphis,Memphis,Louisville
47095,"Lake County, Tennessee",Memphis,Memphis,Louisville
47183,"Weakley County, Tennessee",Memphis,Memphis,Louisville
47077,"Henderson County, Tennessee",Memphis,Memphis,Louisville
47075,"Haywood County, Tennessee",Memphis,Memphis,Louisville
47069,"Hardeman County, Tennessee",Memphis,Memphis,Louisville
47131,"Obion County, Tennessee",Memphis,Memphis,Louisville
47039,"Decatur County, Tennessee",Memphis,Memphis,Louisville
47045,"Dyer County, Tennessee",Memphis,Memphis,Louisville
47053,"Gibson County, Tennessee",Memphis,Memphis,Louisville
47079,"Henry County, Tennessee",Memphis,Memphis,Louisville
47033,"Crockett County, Tennessee",Memphis,Memphis,Louisville
47097,"Lauderdale County, Tennessee",Memphis,Memphis,Louisville
47167,"Tipton County, Tennessee",Memphis,Memphis,Louisville
47005,"Benton County, Tennessee",Memphis,Memphis,Louisville
47047,"Fayette County, Tennessee",Memphis,Memphis,Louisville
47109,"McNairy County, Tennessee",Memphis,Memphis,Louisville
47113,"Madison County, Tennessee",Memphis,Memphis,Louisville
34041,"Warren County, New Jersey",Metuchen,Metuchen,Newark
34035,"Somerset County, New Jersey",Metuchen,Metuchen,Newark
34023,"Middlesex County, New Jersey",Metuchen,Metuchen,Newark
34019,"Hunterdon County, New Jersey",Metuchen,Metuchen,Newark
12011,"Broward County, Florida",Miami,Miami,Miami
12087,"Monroe County, Florida",Miami,Miami,Miami
12086,"Miami-Dade County, Florida",Miami,Miami,Miami
55027,"Dodge County, Wisconsin",Milwaukee,Milwaukee,Milwaukee
55059,"Kenosha County, Wisconsin",Milwaukee,Milwaukee,Milwaukee
55039,"Fond du Lac County, Wisconsin",Milwaukee,Milwaukee,Milwaukee
55079,"Milwaukee County, Wisconsin",Milwaukee,Milwaukee,Milwaukee
55101,"Racine County, Wisconsin",Milwaukee,Milwaukee,Milwaukee
55117,"Sheboygan County, Wisconsin",Milwaukee,Milwaukee,Milwaukee
55089,"Ozaukee County, Wisconsin",Milwaukee,Milwaukee,Milwaukee
55127,"Walworth County, Wisconsin",Milwaukee,Milwaukee,Milwaukee
55133,"Waukesha County, Wisconsin",Milwaukee,Milwaukee,Milwaukee
55131,"Washington County, Wisconsin",Milwaukee,Milwaukee,Milwaukee
01013,"Butler County, Alabama",Mobile,Mobile,Mobile
01047,"Dallas County, Alabama",Mobile,Mobile,Mobile
01061,"Geneva County, Alabama",Mobile,Mobile,Mobile
01109,"Pike County, Alabama",Mobile,Mobile,Mobile
01039,"Covington County, Alabama",Mobile,Mobile,Mobile
01023,"Choctaw County, Alabama",Mobile,Mobile,Mobile
01099,"Monroe County, Alabama",Mobile,Mobile,Mobile
01113,"Russell County, Alabama",Mobile,Mobile,Mobile
01005,"Barbour County, Alabama",Mobile,Mobile,Mobile
01085,"Lowndes County, Alabama",Mobile,Mobile,Mobile
01051,"Elmore County, Alabama",Mobile,Mobile,Mobile
01087,"Macon County, Alabama",Mobile,Mobile,Mobile
01053,"Escambia County, Alabama",Mobile,Mobile,Mobile
01035,"Conecuh County, Alabama",Mobile,Mobile,Mobile
01001,"Autauga County, Alabama",Mobile,Mobile,Mobile
01131,"Wilcox County, Alabama",Mobile,Mobile,Mobile
01011,"Bullock County, Alabama",Mobile,Mobile,Mobile
01045,"Dale County, Alabama",Mobile,Mobile,Mobile
01097,"Mobile County, Alabama",Mobile,Mobile,Mobile
01003,"Baldwin County, Alabama",Mobile,Mobile,Mobile
01101,"Montgomery County, Alabama",Mobile,Mobile,Mobile
01041,"Crenshaw County, Alabama",Mobile,Mobile,Mobile
01081,"Lee County, Alabama",Mobile,Mobile,Mobile
01129,"Washington County, Alabama",Mobile,Mobile,Mobile
01067,"Henry County, Alabama",Mobile,Mobile,Mobile
01031,"Coffee County, Alabama",Mobile,Mobile,Mobile
01025,"Clarke County, Alabama",Mobile,Mobile,Mobile
01069,"Houston County, Alabama",Mobile,Mobile,Mobile
06069,"San Benito County, California",Monterey,Monterey,Los Angeles
06079,"San Luis Obispo County, California",Monterey,Monterey,Los Angeles
06053,"Monterey County, California",Monterey,Monterey,Los Angeles
06087,"Santa Cruz County, California",Monterey,Monterey,Los Angeles
47031,"Coffee County, Tennessee",Nashville,Nashville,Louisville
47015,"Cannon County, Tennessee",Nashville,Nashville,Louisville
47037,"Davidson County, Tennessee",Nashville,Nashville,Louisville
47111,"Macon County, Tennessee",Nashville,Nashville,Louisville
47103,"Lincoln County, Tennessee",Nashville,Nashville,Louisville
47083,"Houston County, Tennessee",Nashville,Nashville,Louisville
47087,"Jackson County, Tennessee",Nashville,Nashville,Louisville
47169,"Trousdale County, Tennessee",Nashville,Nashville,Louisville
47055,"Giles County, Tennessee",Nashville,Nashville,Louisville
47119,"Maury County, Tennessee",Nashville,Nashville,Louisville
47185,"White County, Tennessee",Nashville,Nashville,Louisville
47101,"Lewis County, Tennessee",Nashville,Nashville,Louisville
47159,"Smith County, Tennessee",Nashville,Nashville,Louisville
47189,"Wilson County, Tennessee",Nashville,Nashville,Louisville
47127,"Moore County, Tennessee",Nashville,Nashville,Louisville
47133,"Overton County, Tennessee",Nashville,Nashville,Louisville
47149,"Rutherford County, Tennessee",Nashville,Nashville,Louisville
47181,"Wayne County, Tennessee",Nashville,Nashville,Louisville
47175,"Van Buren County, Tennessee",Nashville,Nashville,Louisville
47161,"Stewart County, Tennessee",Nashville,Nashville,Louisville
47085,"Humphreys County, Tennessee",Nashville,Nashville,Louisville
47021,"Cheatham County, Tennessee",Nashville,Nashville,Louisville
47043,"Dickson County, Tennessee",Nashville,Nashville,Louisville
47135,"Perry County, Tennessee",Nashville,Nashville,Louisville
47187,"Williamson County, Tennessee",Nashville,Nashville,Louisville
47003,"Bedford County, Tennessee",Nashville,Nashville,Louisville
47027,"Clay County, Tennessee",Nashville,Nashville,Louisville
47125,"Montgomery County, Tennessee",Nashville,Nashville,Louisville
47117,"Marshall County, Tennessee",Nashville,Nashville,Louisville
47051,"Franklin County, Tennessee",Nashville,Nashville,Louisville
47099,"Lawrence County, Tennessee",Nashville,Nashville,Louisville
47177,"Warren County, Tennessee",Nashville,Nashville,Louisville
47147,"Robertson County, Tennessee",Nashville,Nashville,Louisville
47141,"Putnam County, Tennessee",Nashville,Nashville,Louisville
47081,"Hickman County, Tennessee",Nashville,Nashville,Louisville
47061,"Grundy County, Tennessee",Nashville,Nashville,Louisville
47165,"Sumner County, Tennessee",Nashville,Nashville,Louisville
47041,"DeKalb County, Tennessee",Nashville,Nashville,Louisville
22051,"Jefferson Parish, Louisiana",New Orleans,"Houma-Thibodaux, New Orleans",New Orleans
22075,"Plaquemines Parish, Louisiana",New Orleans,New Orleans,New Orleans
22071,"Orleans Parish, Louisiana",New Orleans,New Orleans,New Orleans
22103,"St. Tammany Parish, Louisiana",New Orleans,New Orleans,New Orleans
22117,"Washington Parish, Louisiana",New Orleans,New Orleans,New Orleans
22089,"St. Charles Parish, Louisiana",New Orleans,New Orleans,New Orleans
22095,"St. John the Baptist Parish, Louisiana",New Orleans,New Orleans,New Orleans
22087,"St. Bernard Parish, Louisiana",New Orleans,New Orleans,New Orleans
27011,"Big Stone County, Minnesota",New Ulm,New Ulm,St. Paul and Minneapolis
27103,"Nicollet County, Minnesota",New Ulm,New Ulm,St. Paul and Minneapolis
27015,"Brown County, Minnesota",New Ulm,New Ulm,St. Paul and Minneapolis
27127,"Redwood County, Minnesota",New Ulm,New Ulm,St. Paul and Minneapolis
27085,"McLeod County, Minnesota",New Ulm,New Ulm,St. Paul and Minneapolis
27129,"Renville County, Minnesota",New Ulm,New Ulm,St. Paul and Minneapolis
27143,"Sibley County, Minnesota",New Ulm,New Ulm,St. Paul and Minneapolis
27083,"Lyon County, Minnesota",New Ulm,New Ulm,St. Paul and Minneapolis
27023,"Chippewa County, Minnesota",New Ulm,New Ulm,St. Paul and Minneapolis
27073,"Lac qui Parle County, Minnesota",New Ulm,New Ulm,St. Paul and Minneapolis
27093,"Meeker County, Minnesota",New Ulm,New Ulm,St. Paul and Minneapolis
27151,"Swift County, Minnesota",New Ulm,New Ulm,St. Paul and Minneapolis
27173,"Yellow Medicine County, Minnesota",New Ulm,New Ulm,St. Paul and Minneapolis
27081,"Lincoln County, Minnesota",New Ulm,New Ulm,St. Paul and Minneapolis
27067,"Kandiyohi County, Minnesota",New Ulm,New Ulm,St. Paul and Minneapolis
36005,"Bronx County, New York",New York,New York,New York
36027,"Dutchess County, New York",New York,New York,New York
36119,"Westchester County, New York",New York,New York,New York
36079,"Putnam County, New York",New York,New York,New York
36111,"Ulster County, New York",New York,New York,New York
36071,"Orange County, New York",New York,New York,New York
36061,"New York County, New York",New York,New York,New York
36085,"Richmond County, New York",New York,New York,New York
36105,"Sullivan County, New York",New York,New York,New York
36087,"Rockland County, New York",New York,New York,New York
34003,"Bergen County, New Jersey",Newark,Newark,Newark
34039,"Union County, New Jersey",Newark,Newark,Newark
34017,"Hudson County, New Jersey",Newark,Newark,Newark
34013,"Essex County, New Jersey",Newark,Newark,Newark
09013,"Tolland County, Connecticut",Norwich,Norwich,Hartford
09007,"Middlesex County, Connecticut",Norwich,Norwich,Hartford
09015,"Windham County, Connecticut",Norwich,Norwich,Hartford
09011,"New London County, Connecticut",Norwich,Norwich,Hartford
06001,"Alameda County, California",Oakland,Oakland,San Francisco
06013,"Contra Costa County, California",Oakland,Oakland,San Francisco
36089,"St. Lawrence County, New York",Ogdensburg,Ogdensburg,New York
36049,"Lewis County, New York",Ogdensburg,Ogdensburg,New York
36041,"Hamilton County, New York",Ogdensburg,"Albany, Ogdensburg",New York
36033,"Franklin County, New York",Ogdensburg,Ogdensburg,New York
36019,"Clinton County, New York",Ogdensburg,Ogdensburg,New York
36045,"Jefferson County, New York",Ogdensburg,Ogdensburg,New York
36031,"Essex County, New York",Ogdensburg,Ogdensburg,New York
40031,"Comanche County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40011,"Blaine County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40017,"Canadian County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40043,"Dewey County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40125,"Pottawatomie County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40051,"Grady County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40103,"Noble County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40109,"Oklahoma County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40053,"Grant County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40027,"Cleveland County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40141,"Tillman County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40149,"Washita County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40015,"Caddo County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40073,"Kingfisher County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40123,"Pontotoc County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40075,"Kiowa County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40071,"Kay County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40067,"Jefferson County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40137,"Stephens County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40025,"Cimarron County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40095,"Marshall County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40039,"Custer County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40049,"Garvin County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40045,"Ellis County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40093,"Major County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40129,"Roger Mills County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40085,"Love County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40033,"Cotton County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40087,"McClain County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40059,"Harper County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40019,"Carter County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40055,"Greer County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40133,"Seminole County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40007,"Beaver County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40151,"Woods County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40083,"Logan County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40099,"Murray County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40065,"Jackson County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40057,"Harmon County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40069,"Johnston County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40009,"Beckham County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40003,"Alfalfa County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40047,"Garfield County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40081,"Lincoln County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40139,"Texas County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
40153,"Woodward County, Oklahoma",Oklahoma City,Oklahoma City,Oklahoma City
31043,"Dakota County, Nebraska",Omaha,Omaha,Omaha
31177,"Washington County, Nebraska",Omaha,Omaha,Omaha
31055,"Douglas County, Nebraska",Omaha,Omaha,Omaha
31167,"Stanton County, Nebraska",Omaha,Omaha,Omaha
31119,"Madison County, Nebraska",Omaha,Omaha,Omaha
31107,"Knox County, Nebraska",Omaha,Omaha,Omaha
31037,"Colfax County, Nebraska",Omaha,Omaha,Omaha
31011,"Boone County, Nebraska",Omaha,Omaha,Omaha
31179,"Wayne County, Nebraska",Omaha,Omaha,Omaha
31141,"Platte County, Nebraska",Omaha,Omaha,Omaha
31027,"Cedar County, Nebraska",Omaha,Omaha,Omaha
31089,"Holt County, Nebraska",Omaha,Omaha,Omaha
31173,"Thurston County, Nebraska",Omaha,Omaha,Omaha
31125,"Nance County, Nebraska",Omaha,Omaha,Omaha
31053,"Dodge County, Nebraska",Omaha,Omaha,Omaha
31015,"Boyd County, Nebraska",Omaha,Omaha,Omaha
31139,"Pierce County, Nebraska",Omaha,Omaha,Omaha
31039,"Cuming County, Nebraska",Omaha,Omaha,Omaha
31021,"Burt County, Nebraska",Omaha,Omaha,Omaha
31153,"Sarpy County, Nebraska",Omaha,Omaha,Omaha
31121,"Merrick County, Nebraska",Omaha,Omaha,Omaha
31051,"Dixon County, Nebraska",Omaha,Omaha,Omaha
31003,"Antelope County, Nebraska",Omaha,Omaha,Omaha
06059,"Orange County, California",Orange,Orange,Los Angeles
12119,"Sumter County, Florida",Orlando,Orlando,Miami
12069,"Lake County, Florida",Orlando,Orlando,Miami
12105,"Polk County, Florida",Orlando,Orlando,Miami
12095,"Orange County, Florida",Orlando,Orlando,Miami
12127,"Volusia County, Florida",Orlando,Orlando,Miami
12083,"Marion County, Florida",Orlando,Orlando,Miami
12009,"Brevard County, Florida",Orlando,Orlando,Miami
12097,"Osceola County, Florida",Orlando,Orlando,Miami
12117,"Seminole County, Florida",Orlando,Orlando,Miami
21219,"Todd County, Kentucky",Owensboro,Owensboro,Louisville
21039,"Carlisle County, Kentucky",Owensboro,Owensboro,Louisville
21007,"Ballard County, Kentucky",Owensboro,Owensboro,Louisville
21183,"Ohio County, Kentucky",Owensboro,Owensboro,Louisville
21157,"Marshall County, Kentucky",Owensboro,Owensboro,Louisville
21139,"Livingston County, Kentucky",Owensboro,Owensboro,Louisville
21107,"Hopkins County, Kentucky",Owensboro,Owensboro,Louisville
21213,"Simpson County, Kentucky",Owensboro,Owensboro,Louisville
21221,"Trigg County, Kentucky",Owensboro,Owensboro,Louisville
21031,"Butler County, Kentucky",Owensboro,Owensboro,Louisville
21105,"Hickman County, Kentucky",Owensboro,Owensboro,Louisville
21141,"Logan County, Kentucky",Owensboro,Owensboro,Louisville
21033,"Caldwell County, Kentucky",Owensboro,Owensboro,Louisville
21227,"Warren County, Kentucky",Owensboro,Owensboro,Louisville
21027,"Breckinridge County, Kentucky",Owensboro,Owensboro,Louisville
21085,"Grayson County, Kentucky",Owensboro,Owensboro,Louisville
21061,"Edmonson County, Kentucky",Owensboro,Owensboro,Louisville
21035,"Calloway County, Kentucky",Owensboro,Owensboro,Louisville
21003,"Allen County, Kentucky",Owensboro,Owensboro,Louisville
21075,"Fulton County, Kentucky",Owensboro,Owensboro,Louisville
21233,"Webster County, Kentucky",Owensboro,Owensboro,Louisville
21047,"Christian County, Kentucky",Owensboro,Owensboro,Louisville
21101,"Henderson County, Kentucky",Owensboro,Owensboro,Louisville
21055,"Crittenden County, Kentucky",Owensboro,Owensboro,Louisville
21059,"Daviess County, Kentucky",Owensboro,Owensboro,Louisville
21177,"Muhlenberg County, Kentucky",Owensboro,Owensboro,Louisville
21143,"Lyon County, Kentucky",Owensboro,Owensboro,Louisville
21225,"Union County, Kentucky",Owensboro,Owensboro,Louisville
21145,"McCracken County, Kentucky",Owensboro,Owensboro,Louisville
21083,"Graves County, Kentucky",Owensboro,Owensboro,Louisville
21091,"Hancock County, Kentucky",Owensboro,Owensboro,Louisville
21149,"McLean County, Kentucky",Owensboro,Owensboro,Louisville
12093,"Okeechobee County, Florida",Palm Beach,Palm Beach,Miami
12085,"Martin County, Florida",Palm Beach,Palm Beach,Miami
12061,"Indian River County, Florida",Palm Beach,Palm Beach,Miami
12111,"St. Lucie County, Florida",Palm Beach,Palm Beach,Miami
12099,"Palm Beach County, Florida",Palm Beach,Palm Beach,Miami
34027,"Morris County, New Jersey",Paterson,Paterson,Newark
34031,"Passaic County, New Jersey",Paterson,Paterson,Newark
34037,"Sussex County, New Jersey",Paterson,Paterson,Newark
12039,"Gadsden County, Florida",Pensacola-Tallahassee,Pensacola-Tallahassee,Miami
12013,"Calhoun County, Florida",Pensacola-Tallahassee,Pensacola-Tallahassee,Miami
12091,"Okaloosa County, Florida",Pensacola-Tallahassee,Pensacola-Tallahassee,Miami
12065,"Jefferson County, Florida",Pensacola-Tallahassee,Pensacola-Tallahassee,Miami
12063,"Jackson County, Florida",Pensacola-Tallahassee,Pensacola-Tallahassee,Miami
12133,"Washington County, Florida",Pensacola-Tallahassee,Pensacola-Tallahassee,Miami
12077,"Liberty County, Florida",Pensacola-Tallahassee,Pensacola-Tallahassee,Miami
12045,"Gulf County, Florida",Pensacola-Tallahassee,Pensacola-Tallahassee,Miami
12113,"Santa Rosa County, Florida",Pensacola-Tallahassee,Pensacola-Tallahassee,Miami
12005,"Bay County, Florida",Pensacola-Tallahassee,Pensacola-Tallahassee,Miami
12059,"Holmes County, Florida",Pensacola-Tallahassee,Pensacola-Tallahassee,Miami
12079,"Madison County, Florida",Pensacola-Tallahassee,Pensacola-Tallahassee,Miami
12123,"Taylor County, Florida",Pensacola-Tallahassee,Pensacola-Tallahassee,Miami
12129,"Wakulla County, Florida",Pensacola-Tallahassee,Pensacola-Tallahassee,Miami
12033,"Escambia County, Florida",Pensacola-Tallahassee,Pensacola-Tallahassee,Miami
12131,"Walton County, Florida",Pensacola-Tallahassee,Pensacola-Tallahassee,Miami
12037,"Franklin County, Florida",Pensacola-Tallahassee,Pensacola-Tallahassee,Miami
12073,"Leon County, Florida",Pensacola-Tallahassee,Pensacola-Tallahassee,Miami
17169,"Schuyler County, Illinois",Peoria,Peoria,Chicago
